scope,storage_root,field_path,field_label,data_type,format,requiredness,required_when,allowed_values,sensitive,persistence_status,derived_or_input,collection_min,collection_max,initial_item_count,sync_party_ids,source_file,source_symbol,source_line,notes
guardian_inventory,D,scheduleB1[].institutionName,Institution name,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b1() / addEntry/removeEntry,,Financial institution
guardian_inventory,D,scheduleB1[].isRestricted,Restricted indicator,boolean,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b1() / addEntry/removeEntry,,Checkbox
guardian_inventory,D,scheduleB1[].accountType,Account type,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b1() / addEntry/removeEntry,,Account classification
guardian_inventory,D,scheduleB1[].accountNumber,Account number,string,,optional,,,financial,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b1() / addEntry/removeEntry,,Financial identifier
guardian_inventory,D,scheduleB1[].streetAddress,Institution street address,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b1() / addEntry/removeEntry,,Address component
guardian_inventory,D,scheduleB1[].cityStateZip,Institution city/state/ZIP,string,zip,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b1() / addEntry/removeEntry,,Address component
guardian_inventory,D,scheduleB1[].fullAssetAmount,Full asset amount,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b1() / addEntry/removeEntry,,Currency amount
guardian_inventory,D,scheduleB1[].wardPercent,Ward percentage,decimal,percentage,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b1() / addEntry/removeEntry,,Percentage 0-100
guardian_inventory,D,scheduleB2[].description,Personal property description,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b2() / addEntry/removeEntry,,Free text
guardian_inventory,D,scheduleB2[].streetAddress,Personal property street address,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b2() / addEntry/removeEntry,,Address component
guardian_inventory,D,scheduleB2[].cityStateZip,Personal property city/state/ZIP,string,zip,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b2() / addEntry/removeEntry,,Address component
guardian_inventory,D,scheduleB2[].valuationMethod,Valuation method,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b2() / addEntry/removeEntry,,Free text
guardian_inventory,D,scheduleB2[].fullAssetValue,Full asset value,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b2() / addEntry/removeEntry,,Currency amount
guardian_inventory,D,scheduleB2[].wardPercent,Ward percentage,decimal,percentage,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b2() / addEntry/removeEntry,,Percentage 0-100
guardian_inventory,D,scheduleB2[].inSafeDepositBox,In safe deposit box,boolean,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b2() / addEntry/removeEntry,,Checkbox
guardian_inventory,D,scheduleB2[].amountInSDB,Safe deposit box amount,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b2() / addEntry/removeEntry,,Currency amount
guardian_inventory,D,scheduleB2[].isVehicle,Vehicle indicator,boolean,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b2() / addEntry/removeEntry,,Conditional vehicle block
guardian_inventory,D,scheduleB2[].vehicleYear,Vehicle year,string,,conditional,isVehicle is true,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b2() / addEntry/removeEntry,,Required when isVehicle is true
guardian_inventory,D,scheduleB2[].vehicleMake,Vehicle make,string,,conditional,isVehicle is true,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b2() / addEntry/removeEntry,,Required when isVehicle is true
guardian_inventory,D,scheduleB2[].vehicleModel,Vehicle model,string,,conditional,isVehicle is true,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b2() / addEntry/removeEntry,,Required when isVehicle is true
guardian_inventory,D,scheduleB2[].vehicleVin,Vehicle VIN,string,,conditional,isVehicle is true,,personal,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b2() / addEntry/removeEntry,,Required when isVehicle is true
guardian_inventory,D,scheduleB2[].odometerMileage,Odometer mileage,string,,conditional,isVehicle is true,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b2() / addEntry/removeEntry,,Required when isVehicle is true
guardian_inventory,D,scheduleB3[].description,Intangible property description,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b3() / addEntry/removeEntry,,Free text
guardian_inventory,D,scheduleB3[].streetAddress,Custodian street address,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b3() / addEntry/removeEntry,,Address component
guardian_inventory,D,scheduleB3[].cityStateZip,Custodian city/state/ZIP,string,zip,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b3() / addEntry/removeEntry,,Address component
guardian_inventory,D,scheduleB3[].isRestricted,Restricted indicator,boolean,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b3() / addEntry/removeEntry,,Checkbox
guardian_inventory,D,scheduleB3[].fullAssetValue,Full asset value,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b3() / addEntry/removeEntry,,Currency amount
guardian_inventory,D,scheduleB3[].wardPercent,Ward percentage,decimal,percentage,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b3() / addEntry/removeEntry,,Percentage 0-100
guardian_inventory,D,scheduleB3[].inSafeDepositBox,In safe deposit box,boolean,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b3() / addEntry/removeEntry,,Checkbox
guardian_inventory,D,scheduleB3[].amountInSDB,Safe deposit box amount,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b3() / addEntry/removeEntry,,Currency amount
guardian_inventory,D,scheduleB4[].lenderName,Lender name,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b4() / addEntry/removeEntry,,Party name
guardian_inventory,D,scheduleB4[].relatedProperty,Related property,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b4() / addEntry/removeEntry,,Free text
guardian_inventory,D,scheduleB4[].accountNumber,Liability account number,string,,optional,,,financial,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b4() / addEntry/removeEntry,,Financial identifier
guardian_inventory,D,scheduleB4[].lenderAddress,Lender address,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b4() / addEntry/removeEntry,,Address component
guardian_inventory,D,scheduleB4[].liabilityType,Liability type,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b4() / addEntry/removeEntry,,Default Loan
guardian_inventory,D,scheduleB4[].fullLiabilityBalance,Full liability balance,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b4() / addEntry/removeEntry,,Currency amount
guardian_inventory,D,scheduleB4[].wardPercent,Ward percentage,decimal,percentage,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.b4() / addEntry/removeEntry,,Percentage 0-100
guardian_inventory,D,scheduleC1[].payerName,Payer name,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c1() / addEntry/removeEntry,,Party name
guardian_inventory,D,scheduleC1[].payerAddress,Payer address,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c1() / addEntry/removeEntry,,Address component
guardian_inventory,D,scheduleC1[].payerCityStateZip,Payer city/state/ZIP,string,zip,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c1() / addEntry/removeEntry,,Address component
guardian_inventory,D,scheduleC1[].typeOfIncome,Type of income,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c1() / addEntry/removeEntry,,Income classification
guardian_inventory,D,scheduleC1[].frequencyOfPayment,Payment frequency,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c1() / addEntry/removeEntry,,Default Monthly
guardian_inventory,D,scheduleC1[].paymentBasis,Payment basis,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c1() / addEntry/removeEntry,,Free text
guardian_inventory,D,scheduleC1[].annualIncomeAmount,Annual income amount,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c1() / addEntry/removeEntry,,Currency amount
guardian_inventory,D,scheduleC1[].wardPercent,Ward percentage,decimal,percentage,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c1() / addEntry/removeEntry,,Percentage 0-100
guardian_inventory,D,scheduleC2[].claimantName,Claimant name,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c2() / addEntry/removeEntry,,Party name
guardian_inventory,D,scheduleC2[].lawsuitDescription,Lawsuit description,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c2() / addEntry/removeEntry,,Free text
guardian_inventory,D,scheduleC2[].courtJurisdiction,Court jurisdiction,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c2() / addEntry/removeEntry,,Legal data
guardian_inventory,D,scheduleC2[].caseNumber,Case number,string,,optional,,,legal-id,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c2() / addEntry/removeEntry,,Court/legal identifier
guardian_inventory,D,scheduleC2[].claimantAddress,Claimant address,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c2() / addEntry/removeEntry,,Address component
guardian_inventory,D,scheduleC2[].dateFiled,Date filed,date,iso-date,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c2() / addEntry/removeEntry,,ISO date
guardian_inventory,D,scheduleC2[].amountOfClaim,Claim amount,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c2() / addEntry/removeEntry,,Currency amount
guardian_inventory,D,scheduleC2[].wardPercent,Ward percentage,decimal,percentage,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c2() / addEntry/removeEntry,,Percentage 0-100
guardian_inventory,D,scheduleC3[].defendantName,Defendant name,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js (row factories); src/features/guardian-inventory/index.js (add/removeEntry),mk.c3() / addEntry/removeEntry,,Party name
